ZIP,date,Number of returns,Paid Preparer Helped,Number of exemptions,Number of dependents,Number of Salaries in AGI,Number of farm returns,Net capital gain (less loss) in AGI,Unemployment compensation,Social Security benefits in AGI,Taxes paid,Total tax credits,Residential energy credit,Alternative minimum tax,Overpayments refunded,Additional Medicare tax
95306,2010,383,246,824,232,282,48,62,58,85,153,108,0,0,278,0
95307,2010,16883,11121,41779,16367,14733,171,728,3862,1149,4681,5935,252,117,14276,0
95310,2010,1144,714,2090,476,778,0,222,183,277,387,265,41,0,833,0
95311,2010,744,410,1485,363,517,23,92,144,149,269,150,0,0,549,0
95313,2010,667,544,1847,706,549,45,73,170,56,102,223,0,0,532,0
95315,2010,4517,3282,12552,5214,4113,77,140,1100,190,1035,1744,56,0,3953,0
95316,2010,2848,1895,6806,2336,2367,197,315,496,350,1022,1017,82,60,2185,0
95317,2010,364,272,1161,474,332,0,27,83,0,27,158,0,0,322,0
95320,2010,5345,3604,12322,4246,4372,425,672,961,666,2066,1905,137,118,4063,0
95321,2010,1605,933,2912,514,965,0,403,245,544,737,335,55,37,1107,0
95322,2010,3444,2585,9133,3352,2922,122,248,788,327,952,1223,78,36,2832,0
95323,2010,528,381,1347,482,445,62,63,102,62,156,187,0,0,427,0
95324,2010,2896,2028,6835,2458,2462,168,284,418,281,915,1012,62,49,2248,0
95326,2010,4097,2791,9691,3520,3423,242,448,943,488,1473,1545,85,74,3215,0
95327,2010,2552,1650,4840,1271,1901,58,345,435,448,808,643,71,31,1901,0
95328,2010,1220,874,3332,1430,1118,0,23,331,71,312,452,23,0,1092,0
95329,2010,917,559,1962,505,652,31,125,177,218,448,248,49,0,660,0
95330,2010,7484,4844,19128,7777,6634,0,392,1582,430,3038,3042,145,109,6157,0
95333,2010,1190,695,2744,1044,1036,83,105,312,86,217,374,0,0,1002,0
95334,2010,6130,4825,17216,6738,5587,122,146,1276,250,1190,2155,67,24,5368,0
95335,2010,131,79,219,43,90,0,39,0,36,47,37,0,0,90,0
95336,2010,18163,11181,41289,14537,14845,146,1753,3389,2332,6619,6182,482,238,14109,0
95337,2010,12827,7954,30738,11591,11129,93,1065,2351,1112,5210,4740,295,265,10139,0
95338,2010,4581,2448,8986,2360,3248,84,709,670,944,1600,1209,163,68,3366,0
95340,2010,13775,7434,29287,9911,11461,122,1503,1868,1695,4084,4146,350,291,11119,0
95341,2010,11674,6595,29575,11964,10648,121,283,1930,437,1341,3219,68,26,10560,0
95345,2010,349,174,693,168,277,0,42,57,53,94,93,0,0,279,0
95346,2010,586,367,1080,225,437,0,102,105,124,223,144,0,0,409,0
95348,2010,11619,5811,25308,9267,10214,55,664,1678,844,2757,3566,139,110,9892,0
95350,2010,20938,11869,43015,13749,16977,44,2153,3510,2683,6183,6268,545,268,16708,0
95351,2010,15842,10057,40820,16643,14089,0,410,3661,738,2401,4722,204,56,14098,0
95354,2010,9520,5460,20110,6876,8142,20,758,1846,850,2476,2721,223,124,7899,0
95355,2010,23571,13695,50714,17337,19620,61,2763,3847,2869,9447,8120,625,613,18355,0
95356,2010,13082,7841,28175,9471,10788,129,2016,1995,1578,5470,4420,332,648,9834,0
95357,2010,5387,3394,12123,4347,4530,157,624,1027,545,2018,1863,117,122,4214,0
95358,2010,11756,7972,30171,11746,10197,408,784,2564,879,2818,3985,212,123,9990,0
95360,2010,4504,3195,12341,4810,3968,49,256,1140,347,1426,1793,91,36,3776,0
95361,2010,13109,8288,29438,9808,10472,531,1841,2413,1876,5459,4393,334,405,10024,0
95363,2010,10690,7096,28416,11471,9366,145,653,2278,698,3557,4117,148,124,8997,0
95365,2010,1879,1322,5250,2216,1783,0,0,763,58,200,658,0,0,1709,0
95366,2010,7079,4442,16291,5803,5839,209,1145,1086,931,3482,2624,220,315,5302,0
95367,2010,9487,5691,23465,8892,8353,23,590,2531,727,3427,3596,182,129,7934,0
95368,2010,5613,3458,14105,5652,5061,0,335,1281,370,2431,2265,122,78,4628,0
95369,2010,404,245,912,301,336,33,45,63,47,97,107,0,0,334,0
95370,2010,11079,7158,21184,5487,8055,103,2163,1623,2288,4336,3192,434,224,8196,0
95372,2010,1205,804,2470,711,924,0,148,225,187,488,357,45,0,889,0
95374,2010,675,470,1742,600,569,49,40,119,58,135,212,0,0,558,0
95376,2010,20888,13272,50400,18864,18331,32,1690,3775,1614,7787,7729,533,346,16926,0
95377,2010,11509,7287,30770,12863,10292,0,1427,1984,724,6157,5001,274,527,8978,0
95379,2010,1634,1060,3282,988,1304,22,198,282,220,557,501,49,0,1290,0
95380,2010,15161,9838,36446,13363,13092,333,1057,2552,1143,3533,4932,277,129,12673,0
95382,2010,14019,8735,31082,10892,11745,120,1693,2009,1494,5985,5156,320,355,10934,0
95383,2010,1955,1307,3684,862,1301,0,455,259,495,855,557,80,40,1376,0
95385,2010,119,88,307,121,93,0,0,27,0,33,50,0,0,97,0
95386,2010,3878,2576,10128,3895,3432,141,246,871,323,1214,1440,74,31,3227,0
95388,2010,5016,3242,13238,5286,4513,137,142,998,274,683,1584,43,0,4456,0
95389,2010,870,262,1197,167,840,0,86,137,35,104,177,0,0,758,0
95391,2010,3771,2114,10179,4208,3447,0,614,666,168,2304,1730,61,251,2945,0
95401,2010,15641,8955,32423,10336,12988,122,1996,2314,1547,5008,5059,529,242,12273,0
95403,2010,19376,11154,39894,12515,15812,59,3400,2736,2445,7402,6587,640,613,14669,0
95404,2010,17461,10061,33930,9748,13548,118,4480,2063,2566,7559,5818,743,1106,12672,0
95405,2010,10744,5836,19864,5316,8292,31,2545,1265,1755,4794,3515,425,493,7703,0
95407,2010,15578,10077,38082,14616,13766,48,1057,2572,825,4124,5336,396,97,12909,0
95409,2010,12959,7344,23837,5790,8354,42,4306,1307,3740,6339,4335,612,645,8571,0
95410,2010,418,280,700,133,220,0,120,31,72,136,82,0,0,251,0
95412,2010,104,64,215,54,70,0,21,0,0,29,23,0,0,66,0
95415,2010,633,416,1542,506,494,24,108,87,75,145,181,0,0,488,0
95420,2010,99,67,170,32,59,0,37,0,23,39,30,0,0,65,0
95421,2010,584,320,1032,219,404,0,125,86,94,218,143,25,0,408,0
95422,2010,4353,2293,9659,3339,3484,0,296,808,468,801,1021,95,21,3675,0
95423,2010,1318,723,2419,548,855,20,178,206,306,409,234,38,0,960,0
95425,2010,4801,3011,10740,3151,3840,61,769,799,796,1911,1541,159,92,3713,0
95427,2010,174,115,309,72,97,0,46,0,0,42,33,0,0,107,0
95428,2010,721,394,1552,550,523,56,58,107,83,108,149,0,0,531,0
95432,2010,166,100,291,55,99,0,47,25,33,53,36,0,0,96,0
95436,2010,2650,1481,4663,1116,1992,26,541,448,377,1183,759,127,58,1888,0
95437,2010,6158,4353,12792,3719,4648,22,997,853,928,1701,1669,166,64,4748,0
95439,2010,444,288,947,308,338,0,74,82,56,165,132,0,0,331,0
95441,2010,1241,921,3222,1136,1046,61,199,145,144,351,442,29,51,987,0
95442,2010,1682,1045,3114,724,1228,40,452,162,290,714,507,64,99,1159,0
95443,2010,103,54,161,22,61,0,20,0,22,34,0,0,0,74,0
95444,2010,692,443,1372,409,500,0,151,100,98,280,216,28,26,514,0
95445,2010,1326,864,2448,491,776,0,409,114,351,605,338,43,52,879,0
95446,2010,2324,1195,3766,848,1720,0,407,348,295,908,564,96,23,1708,0
95448,2010,8737,5879,18498,5368,6689,301,2199,1019,1378,3288,2780,300,448,6336,0
95449,2010,698,489,1668,561,584,20,70,107,57,150,203,0,0,570,0
95450,2010,186,99,304,51,115,0,46,0,41,68,41,0,0,113,0
95451,2010,4387,2633,9378,2827,3289,107,656,853,773,1597,1195,164,61,3409,0
95452,2010,889,584,1582,342,610,27,293,94,190,457,275,49,78,601,0
95453,2010,4509,2680,8929,2526,3259,99,689,716,848,1650,1202,155,82,3371,0
95454,2010,958,604,1803,513,521,36,131,98,88,253,197,29,0,595,0
95456,2010,326,236,527,67,171,0,127,22,98,116,92,20,0,217,0
95457,2010,1490,883,3015,837,1121,44,191,276,237,513,392,42,0,1134,0
95458,2010,928,472,1774,479,661,0,88,158,187,262,204,38,0,727,0
95459,2010,182,120,357,96,118,0,32,0,41,61,42,0,0,125,0
95460,2010,1484,1016,2506,483,848,0,482,134,344,656,392,45,46,946,0
95461,2010,1730,1017,3449,1049,1314,43,265,278,200,587,457,38,29,1260,0
95462,2010,536,286,845,152,385,0,101,94,84,210,112,24,0,373,0
95464,2010,885,478,1708,477,666,0,67,172,127,204,196,0,0,725,0
95465,2010,1104,651,1849,384,724,23,309,123,162,447,321,44,44,722,0
95466,2010,596,427,1579,580,475,22,87,62,69,114,183,0,0,491,0
95467,2010,2037,1065,4469,1365,1565,0,320,352,342,1086,681,80,40,1482,0
95468,2010,592,362,1144,353,387,0,95,49,60,154,164,20,0,405,0
95469,2010,764,538,1661,500,564,81,135,99,105,225,189,29,0,550,0
95470,2010,2632,1741,5491,1612,2021,92,377,370,371,946,727,89,42,1965,0
95472,2010,12532,7380,22906,5630,8713,281,3632,1415,2217,5778,3958,614,563,8468,0
95476,2010,14915,9577,28738,7393,10565,198,4297,1521,3113,6804,4536,516,792,10246,0
95482,2010,12281,7783,26055,8358,9825,133,1575,1572,1600,3557,3765,368,218,9636,0
95485,2010,986,572,2042,637,738,55,72,162,133,265,244,31,0,765,0
95490,2010,5275,3139,10459,3046,3911,90,623,738,675,1623,1440,167,46,3997,0
95492,2010,12793,7792,29358,10260,10660,66,2322,1806,1448,6050,4710,514,434,9630,0
95494,2010,114,67,208,50,71,0,41,0,37,49,40,0,0,69,0
95501,2010,8755,4751,15916,4393,7127,0,1038,963,1009,2145,2412,266,91,6993,0
95503,2010,9417,5584,18492,5195,7250,53,1560,1068,1500,3315,2947,388,136,7183,0
95519,2010,7213,3936,14041,4033,5634,50,1088,987,964,2497,2359,253,99,5423,0
95521,2010,7032,3230,11132,2657,5699,66,982,658,734,1600,1922,184,115,5431,0
95524,2010,1004,654,1797,434,676,0,273,80,168,433,336,55,45,670,0
95525,2010,825,445,1496,382,619,0,124,111,101,242,252,36,0,600,0
95526,2010,173,104,339,86,111,0,33,28,25,43,40,0,0,114,0
95527,2010,155,98,261,47,97,0,29,25,29,35,27,0,0,101,0
95528,2010,396,248,825,226,285,0,57,69,60,139,118,0,0,294,0
95531,2010,7649,3953,16033,5086,6093,38,803,1017,1027,2217,2245,300,88,6025,0
95536,2010,1257,866,2484,699,910,115,296,138,246,414,374,56,0,870,0
95540,2010,5422,3533,11267,3535,4133,75,824,745,874,1706,1606,165,78,4089,0
95542,2010,918,604,1560,385,511,31,165,51,90,262,229,29,0,550,0
95543,2010,316,173,579,110,211,0,59,22,65,123,88,20,0,227,0
95546,2010,914,567,2345,1040,842,0,0,203,67,53,328,0,0,808,0
95547,2010,557,359,1175,354,413,28,100,77,90,219,169,24,0,388,0
95548,2010,396,201,779,244,300,0,33,81,48,64,81,0,0,317,0
95549,2010,334,238,667,177,221,0,100,33,58,156,113,22,0,222,0
95551,2010,579,356,1191,374,464,29,89,80,80,157,181,25,0,450,0
95552,2010,137,81,250,52,85,0,0,26,24,30,23,0,0,97,0
95554,2010,146,97,254,57,73,0,0,0,0,32,20,0,0,98,0
95558,2010,150,100,294,74,92,0,39,0,0,40,43,0,0,98,0
95560,2010,1065,701,1861,493,515,31,161,41,68,269,251,36,0,593,0
95562,2010,1131,660,2509,828,919,0,94,221,119,302,333,33,0,883,0
95564,2010,171,90,299,91,142,0,0,29,0,0,41,0,0,134,0
95565,2010,443,264,1009,365,390,0,25,106,41,51,130,0,0,366,0
95567,2010,897,533,2027,648,713,0,91,123,109,230,244,25,0,716,0
95570,2010,1147,688,2044,472,738,0,272,118,204,412,325,54,29,765,0
95573,2010,740,455,1389,335,517,28,108,111,114,228,191,40,0,536,0
95585,2010,135,96,255,79,73,0,0,0,0,22,23,0,0,83,0
95589,2010,423,276,772,196,200,0,79,34,57,149,87,0,0,243,0
95602,2010,7624,4623,15664,4188,5228,84,2113,978,1873,3750,2332,410,360,5320,0
95603,2010,11779,6808,22604,6104,8624,94,2592,1574,2214,5193,3590,569,433,8523,0
95605,2010,5095,3059,11875,4391,4351,0,267,853,342,1114,1513,95,61,4223,0
95606,2010,122,95,251,69,75,0,21,0,0,41,27,0,0,96,0
95607,2010,111,70,216,51,83,22,29,0,25,50,32,0,0,72,0
95608,2010,26697,14234,51052,14207,20006,55,5483,3137,4880,10614,8658,1133,1116,19620,0
95610,2010,19585,10143,39476,11845,15969,26,1993,3048,2372,6333,6002,654,150,15317,0
95612,2010,654,472,1598,516,527,41,127,131,114,223,250,23,36,494,0
95614,2010,1779,1013,3688,990,1266,30,416,257,383,1071,631,113,59,1237,0
95615,2010,415,303,1083,383,350,0,47,84,46,90,138,0,0,332,0
95616,2010,15039,6018,26500,6876,12206,98,3908,787,2073,6126,5287,631,1035,11054,0
95618,2010,9896,4327,20707,6887,8349,53,2673,656,1102,4804,3937,435,1091,7252,0
95619,2010,2492,1432,4948,1371,1836,22,369,425,458,995,757,111,31,1871,0
95620,2010,8997,5160,21052,7533,7830,127,914,1672,889,3439,3380,272,181,7134,0
95621,2010,18785,9390,36708,10817,14795,0,1795,3078,2808,6503,5992,676,80,14544,0
95623,2010,2156,1222,4226,1097,1642,41,423,345,391,1036,662,125,51,1568,0
95624,2010,25441,13874,58670,21486,21437,86,3533,3388,2840,12236,9902,794,746,19469,0
95626,2010,2608,1419,5544,1777,2133,37,257,440,346,1008,849,90,28,2042,0
95627,2010,1484,908,3599,1301,1295,66,141,310,162,497,559,34,25,1212,0
95628,2010,19752,10457,37940,10187,14841,39,4435,2400,3758,9132,6417,962,941,13990,0
95629,2010,393,231,749,147,278,21,75,64,88,202,94,0,0,272,0
95630,2010,28622,14546,62457,20684,23951,40,7693,3114,3438,16444,10972,1284,2312,20654,0
95631,2010,2674,1512,5417,1413,1980,0,464,455,526,1307,805,151,54,1951,0
95632,2010,11617,6812,28202,10542,9896,187,992,2284,1202,4593,4347,314,149,9260,0
95633,2010,1324,730,2622,681,954,0,221,225,254,658,391,80,0,959,0
95634,2010,1281,737,2641,711,893,25,227,241,257,588,363,63,22,928,0
95635,2010,475,251,989,263,371,0,75,85,81,243,150,25,0,347,0
95636,2010,383,188,810,220,264,0,46,56,79,177,109,0,0,283,0
95637,2010,166,104,335,85,126,36,27,0,25,70,46,0,0,122,0
95638,2010,953,624,2074,639,762,81,129,163,152,468,301,41,23,686,0
95640,2010,3152,1845,6639,1990,2461,66,412,496,564,1377,963,102,39,2397,0
95641,2010,817,488,1663,439,607,22,101,173,158,225,204,26,0,592,0
95642,2010,3460,2074,6572,1611,2446,51,690,463,763,1318,984,115,72,2487,0
95645,2010,651,476,1708,624,571,22,54,181,67,141,236,0,0,527,0
95648,2010,21233,12492,45663,12827,14597,278,5283,2797,5995,11820,7334,714,654,15221,0
95650,2010,5896,3421,12248,3726,4391,104,1508,770,1036,3023,1968,319,457,4167,0
95651,2010,357,221,691,169,276,0,94,66,46,181,119,21,0,261,0
95652,2010,186,96,356,127,172,0,0,24,0,22,59,0,0,151,0
95655,2010,1647,798,3858,1403,1485,0,210,254,90,942,681,40,0,1310,0
95658,2010,3008,1805,6049,1668,2126,127,786,376,662,1503,925,165,177,2099,0
95659,2010,313,218,652,187,233,44,69,44,57,114,100,0,0,228,0
95660,2010,12474,6976,28491,10437,10152,0,490,2017,1223,2644,3635,243,21,10288,0
95661,2010,13848,7562,28904,8892,11089,0,2943,1803,1972,6521,4944,591,843,10006,0
95662,2010,14711,7412,29338,8698,11713,42,2350,2169,2111,6508,4940,647,296,11036,0
95663,2010,1301,782,2755,836,965,45,326,167,215,669,442,85,65,910,0
95664,2010,585,345,1177,314,430,0,123,94,102,326,167,27,23,420,0
95665,2010,2075,1277,3908,851,1384,0,402,275,518,949,553,100,35,1472,0
95666,2010,2194,1274,4145,826,1333,0,446,342,652,993,551,96,0,1533,0
95667,2010,15501,8907,31055,8323,11432,243,3136,2247,2994,7054,4830,884,399,11350,0
95668,2010,363,240,749,206,256,59,58,52,58,145,110,0,0,232,0
95669,2010,1123,654,2283,607,827,88,208,182,224,438,338,50,30,833,0
95670,2010,23488,12377,48911,15098,19122,23,3253,3058,3115,8283,7463,746,565,18270,0
95672,2010,2059,1145,4435,1330,1567,32,549,266,390,1165,723,130,129,1426,0
95673,2010,6284,3461,14134,4942,5173,39,433,1226,701,2163,2019,171,47,5014,0
95674,2010,378,239,830,242,308,59,58,61,50,145,127,0,0,275,0
95677,2010,11226,5907,23159,7157,9188,24,2036,1690,1549,5094,3968,522,403,8387,0
95678,2010,18980,9697,39442,12708,16054,0,2471,2939,1905,7595,6512,547,456,14612,0
95681,2010,506,328,1127,371,406,28,48,117,61,214,166,0,0,395,0
95682,2010,13290,7423,27898,8390,10282,101,2997,1763,2398,6806,4675,773,622,9553,0
95683,2010,2939,1782,6321,1642,2068,40,924,265,843,1927,995,161,240,1960,0
95684,2010,1238,694,2466,591,893,73,199,204,228,548,331,70,0,890,0
95685,2010,2189,1329,4150,979,1511,29,488,269,547,942,657,83,62,1551,0
95687,2010,26170,13494,53714,17087,22220,53,2858,3689,3188,11327,9174,959,582,20291,0
95688,2010,15278,8729,33124,10494,12643,136,2512,1985,2131,7217,5340,657,697,11537,0
95689,2010,623,339,1115,157,389,0,165,87,226,336,161,35,0,414,0
95690,2010,1098,823,2653,872,908,38,147,189,142,270,307,0,28,868,0
95691,2010,15085,8116,32721,10937,12973,46,1578,2268,1370,6387,5221,388,290,11911,0
95692,2010,2030,1125,4591,1575,1718,66,188,330,244,752,717,72,36,1578,0
95693,2010,3067,1949,6745,2108,2300,167,638,315,559,1577,961,155,207,2170,0
95694,2010,4161,2488,9700,3299,3586,159,506,719,424,1424,1449,124,106,3303,0
95695,2010,15709,9641,34363,11240,13032,180,2100,2551,2048,5189,5585,512,383,12315,0
95703,2010,777,435,1447,338,564,0,163,130,162,395,252,59,20,531,0
95709,2010,2236,1315,4581,1250,1589,64,477,306,449,1031,635,116,55,1600,0
95713,2010,3298,1957,6616,1896,2519,26,587,577,548,1527,1025,158,68,2428,0
95722,2010,2225,1346,4463,1144,1556,0,648,266,495,1180,725,136,161,1547,0
95726,2010,3636,2004,7341,1950,2736,0,595,647,693,1684,1107,201,41,2741,0
95742,2010,3822,1899,8731,3005,3446,0,652,535,211,2215,1653,138,172,3001,0
95746,2010,9724,5952,21569,7410,7349,61,4003,940,1680,6073,3585,585,1757,6290,0
95747,2010,23293,12555,51730,17153,18063,43,5509,2890,4282,13437,9348,1170,1230,17075,0
95757,2010,14852,8108,37757,15334,13004,54,2078,2003,1074,8080,6519,229,630,11528,0
95758,2010,26197,13533,58716,21208,22584,26,3389,3526,2417,12640,10498,823,728,20072,0
95762,2010,16691,9453,39280,13821,13432,44,5862,1743,2567,10962,6492,945,2494,11243,0
95765,2010,13892,7101,32424,12013,11673,0,3088,1773,1563,7828,5885,533,953,10189,0
95776,2010,9781,6038,24170,9267,8717,56,839,1967,663,3487,3914,237,177,7999,0
95811,2010,3384,1273,4598,748,3025,0,331,403,130,660,724,34,66,2726,0
95814,2010,3905,1658,5845,979,3333,0,414,370,225,816,839,35,91,3015,0
95815,2010,8984,4810,20326,7220,7743,0,376,1254,555,1400,2419,118,47,7713,0
95816,2010,10214,4246,14384,2321,8634,0,1491,1060,811,3129,2577,255,333,7712,0
95817,2010,5508,2528,9832,2787,4654,0,416,745,367,1520,1515,156,46,4476,0
95818,2010,10397,5311,18189,4456,8356,20,2123,1091,1261,4344,3177,463,600,7785,0
95819,2010,8811,4771,15166,3374,6745,0,2293,817,1457,4634,2867,479,555,6313,0
95820,2010,14730,7668,31192,10647,12422,0,775,1952,1166,3485,4278,362,45,12265,0
95821,2010,15210,7528,29260,8340,12037,0,1980,1906,2067,4634,4302,524,230,11802,0
95822,2010,18844,10372,38778,12616,14679,0,2136,2328,2649,5471,6026,571,275,14893,0
95823,2010,28636,16644,68711,26526,24719,0,1055,4204,2014,6098,9618,459,96,24381,0
95824,2010,11439,6812,28245,11099,9893,0,301,1602,587,1584,3177,135,0,9996,0
95825,2010,13817,7105,24804,6212,11134,0,1729,1552,1700,3279,3685,253,229,10907,0
95826,2010,16253,7689,30174,8532,13265,20,1797,2174,2194,5447,5205,603,135,12702,0
95827,2010,9375,4635,19024,6080,7805,0,761,1436,1045,2911,3015,246,54,7373,0
95828,2010,23106,12954,53309,20031,19427,0,1225,3476,2046,6177,7761,509,114,19089,0
95829,2010,10786,5788,25141,9419,9198,35,1246,1452,894,4992,4202,275,305,8352,0
95830,2010,360,220,800,259,275,0,82,42,53,179,123,0,22,252,0
95831,2010,20670,10168,38181,10155,15980,34,4439,1983,3808,8666,7114,922,807,15092,0
95832,2010,4293,2488,10684,4379,3751,0,114,627,192,752,1428,49,0,3797,0
95833,2010,16416,8278,34505,11369,14482,20,1176,2371,1117,5075,5738,358,173,13405,0
95834,2010,11129,5690,24236,8436,9920,0,777,1648,506,3754,4121,173,169,8973,0
95835,2010,15465,7868,33713,11301,13541,20,2173,2139,1321,8104,6005,191,555,11821,0
95837,2010,141,97,290,68,93,0,46,24,34,75,45,0,20,95,0
95838,2010,13639,7916,34035,13289,11933,0,321,2197,656,2850,4565,235,37,11929,0
95841,2010,8603,4400,17003,5241,6994,0,724,1345,894,2100,2404,194,72,6854,0
95842,2010,12971,7132,28104,9591,10957,0,675,2225,1134,3454,4190,370,34,10565,0
95843,2010,18593,9942,43170,16132,16279,0,1365,3013,1274,7813,7372,591,180,14762,0
95864,2010,11017,6518,21462,5979,7837,33,3534,1006,2440,5630,3982,577,1202,7744,0
95901,2010,12120,7344,27732,9898,10296,255,884,2378,1223,3315,3820,272,90,10193,0
95903,2010,711,151,1596,546,704,0,36,27,0,54,299,0,0,677,0
95912,2010,2077,1580,5957,2097,1856,145,180,584,165,520,879,36,54,1718,0
95914,2010,354,229,779,236,246,27,48,68,71,132,85,0,0,263,0
95916,2010,521,322,997,231,346,0,70,85,103,161,104,28,0,374,0
95917,2010,1237,858,2900,1047,1048,97,120,304,148,363,398,26,25,969,0
95918,2010,894,569,1914,477,646,79,170,135,202,495,250,38,33,675,0
95919,2010,481,301,976,274,334,0,58,95,103,155,128,0,0,360,0
95920,2010,122,96,309,120,84,25,0,20,0,24,39,0,0,85,0
95922,2010,190,102,379,90,119,0,29,43,37,58,52,0,0,129,0
95925,2010,98,46,204,56,64,0,0,0,20,30,31,0,0,75,0
95926,2010,13839,7044,25229,6993,11156,65,2170,1781,1702,4266,4276,515,227,10765,0
95928,2010,13135,7076,24813,7099,10567,207,2292,1726,1612,4411,4101,383,409,10131,0
95932,2010,3236,2379,7896,2707,2705,147,365,655,401,930,1124,60,104,2498,0
95934,2010,127,72,236,50,91,0,0,36,22,25,28,0,0,92,0
95935,2010,268,155,536,158,180,0,37,57,55,85,59,0,0,183,0
95938,2010,1801,1146,4001,1285,1423,189,363,229,257,735,648,73,74,1322,0
95939,2010,147,104,299,87,103,0,22,31,32,29,33,0,0,97,0
95941,2010,154,92,333,92,103,0,0,35,38,54,38,0,0,120,0
95942,2010,628,345,1241,271,443,0,131,97,130,321,193,37,0,438,0
95943,2010,366,273,800,271,242,95,69,35,66,124,121,0,31,207,0
95945,2010,10871,6226,20171,5216,7523,61,2227,1482,2037,4022,3017,434,204,7834,0
95946,2010,4455,2581,8742,1985,2723,61,1420,525,1448,2374,1431,243,131,3039,0
95947,2010,696,394,1417,379,515,0,115,159,151,195,187,31,0,523,0
95948,2010,4213,2889,10578,3934,3569,238,348,1022,461,1193,1429,91,58,3425,0
95949,2010,8414,4949,16534,4009,5624,151,2172,1109,2070,4206,2558,423,221,5799,0
95953,2010,3888,2749,10174,3910,3366,170,271,1096,322,990,1350,70,37,3186,0
95954,2010,4441,2628,8870,2302,3057,0,654,640,1003,1589,1122,140,21,3281,0
95957,2010,324,233,717,221,253,38,58,64,60,96,96,0,0,233,0
95959,2010,8178,4801,15071,3447,5303,94,2475,907,1734,3873,2405,404,319,5443,0
